Date,CPI or Inflation,RecessionDates,FederalFundsRate,GrossDomesticProduct,Leverage,LongShortTreasurySpread,Will5000index,FutureCapex,Orders
1980-04-01,3.6739900000000003,1.0,12.668901098901099,0.26919,9.40934,1.5288556067588321,-1.55493,7.833333333333333,-44.43333333333332
1980-07-01,1.8329900000000001,0.0,9.823152173913043,2.11382,-37.97866,0.3345163690476191,16.72002,18.633333333333333,-29.3
1980-10-01,2.64,0.0,15.852826086956519,4.51863,-1.72065,-1.3826818647540984,10.31471,30.1,7.666666666666665
1981-01-01,2.65004,0.0,16.595555555555556,4.6439900000000005,51.90525,0.18131147540983608,-0.60609,17.23333333333333,6.7333333333333325
1981-04-01,2.31587,1.0,17.786923076923074,1.22674,42.98305,-0.3333047098620869,4.155959999999999,21.133333333333333,-7.3
1981-07-01,2.82004,1.0,17.594347826086956,3.10122,19.10858,-0.2339186507936508,-4.08218,37.3,15.3
1981-10-01,1.4435200000000001,1.0,13.588369565217391,0.61979,-0.63694,1.3546004098360656,-2.00025,18.16666666666666,-19.633333333333333
1982-01-01,0.81821,1.0,14.207444444444445,-0.19860999999999998,-4.046469999999999,-0.4059016393442624,-6.68872,17.43333333333333,-7.333333333333333
1982-04-01,1.51729,1.0,14.514175824175824,1.7612900000000002,-24.00835,0.017283372365339576,0.70513,6.633333333333333,3.9
1982-07-01,1.87696,0.0,11.01271739130435,1.03092,-61.59341,0.6997991071428571,0.50647,7.533333333333333,-4.366666666666666
1982-10-01,0.23883000000000001,0.0,9.283913043478261,1.0765200000000001,-205.34437,0.3047207991803278,22.54138,7.766666666666666,8.666666666666666
1983-01-01,-0.06807,0.0,8.657555555555556,2.0823099999999997,142.30768999999998,0.22786104605776736,10.414819999999999,8.533333333333333,21.03333333333333
1983-04-01,1.2602200000000001,0.0,8.80274725274725,3.0354900000000002,30.418940000000003,-0.22126984126984128,12.84211,29.43333333333333,31.53333333333333
1983-07-01,1.17726,0.0,9.458152173913044,3.0828599999999997,-12.09098,-0.015530753968253968,3.0019299999999998,25.766666666666662,34.5
1983-10-01,0.89761,0.0,9.430108695652175,2.86045,-28.04218,0.21722916666666664,-0.24166999999999997,32.83333333333333,32.83333333333333
1984-01-01,1.12026,0.0,9.688571428571427,2.987,-38.247279999999996,0.034172043010752724,-3.4763699999999997,38.3,32.4
1984-04-01,1.0752700000000002,0.0,10.554725274725273,2.5984,-38.17382,-0.18253712237583208,-2.81703,32.733333333333334,31.566666666666663
1984-07-01,1.09607,0.0,11.392282608695652,1.8617599999999999,-29.893240000000002,-0.486984126984127,3.93258,23.6,10.766666666666666
1984-10-01,0.73342,0.0,9.2625,1.57436,-31.21827,0.5616497527972938,3.8121,25.066666666666663,11.033333333333331
1985-01-01,0.6331100000000001,0.0,8.47511111111111,1.9673599999999998,-86.34685999999999,0.389532786885246,9.27254,24.5,14.766666666666666
1985-04-01,1.2268,0.0,7.924395604395603,1.5299399999999999,-689.18919,0.1104047619047619,5.5843300000000005,18.133333333333333,7.7
1985-07-01,0.71473,0.0,7.9009782608695645,2.13943,1.83486,0.0176190476190476,3.5080400000000003,15.23333333333333,16.266666666666666
1985-10-01,0.89479,0.0,8.10445652173913,1.3066799999999998,-61.71171,-0.207910906298003,4.67347,16.633333333333333,20.03333333333333
1986-01-01,0.21406999999999998,0.0,7.82688888888889,1.43561,72.94118,-0.44227956989247325,13.12074,19.4,20.5
1986-04-01,-0.21361,0.0,6.918461538461538,0.83068,200.68027,-0.1691770833333333,10.55775,5.433333333333333,5.866666666666666
1986-07-01,0.7339399999999999,0.0,6.2094565217391295,1.37127,174.66063,0.235625,0.03306,4.933333333333333,15.5
1986-10-01,0.54645,0.0,6.266739130434783,1.0842399999999999,59.88468,0.1324445564516129,0.6169399999999999,10.466666666666665,15.066666666666666
1987-01-01,1.11715,0.0,6.222555555555556,1.38545,-20.09274,-0.14396351136964566,15.1443,8.0,13.766666666666666
1987-04-01,1.3138299999999998,0.0,6.65,1.77893,-50.87041,0.04843611761644549,4.57104,13.566666666666666,15.966666666666665
1987-07-01,1.14943,0.0,6.839565217391304,1.63114,24.14698,0.13698908730158732,8.41993,15.933333333333332,28.03333333333333
1987-10-01,0.84499,0.0,6.919673913043479,2.52713,72.19873,0.1093447580645161,-19.82554,15.7,24.7
1988-01-01,0.6067600000000001,0.0,6.665934065934065,1.3054700000000001,-48.25046,-0.0796774193548387,3.0060599999999997,17.5,15.1
1988-04-01,1.2636399999999999,0.0,7.154945054945055,2.2995400000000004,-42.586,-0.0237992831541218,3.8251199999999996,15.033333333333331,22.03333333333333
1988-07-01,1.3329600000000001,0.0,7.983478260869565,1.7880200000000002,-4.45691,-0.39711805555555557,2.47742,26.3,26.0
1988-10-01,1.03554,0.0,8.468478260869565,2.20855,-35.77386,-0.3905686475409835,2.91093,30.366666666666664,31.3
1989-01-01,1.1080299999999998,0.0,9.446444444444445,2.0695200000000002,-45.79125,-0.4545901639344262,6.871760000000001,29.16666666666666,24.53333333333333
1989-04-01,1.6438400000000002,0.0,9.725714285714284,1.8364200000000002,-95.65217,0.02156506147540984,8.86287,18.96666666666666,10.266666666666666
1989-07-01,0.8086300000000001,0.0,9.08358695652174,1.4771100000000001,1057.14286,0.20674355158730162,9.33193,18.866666666666664,-4.333333333333333
1989-10-01,0.96257,1.0,8.614456521739129,0.9107799999999999,408.64198,0.0337352790578597,1.17041,6.366666666666666,7.2
1990-01-01,1.7214,1.0,8.248,2.18303,11.65049,0.0037096774193548392,-2.67069,-4.3,-5.433333333333333
1990-04-01,1.01536,1.0,8.239340659340659,1.487,-78.91304000000001,0.043983614951356886,3.80471,4.2,-5.266666666666667
1990-07-01,1.7268,1.0,8.160217391304348,0.92429,600.0,0.4995238095238095,-3.9497,-1.5333333333333332,-18.066666666666663
1990-10-01,1.62148,1.0,7.743369565217391,-0.17262,-40.35346,0.19762160778289808,-6.30296,1.6333333333333333,-24.633333333333333
1991-01-01,0.8227399999999999,1.0,6.430444444444444,0.50702,-208.14815,0.18700537634408604,13.600729999999999,4.2,-12.566666666666666
1991-04-01,0.5934699999999999,0.0,5.864065934065934,1.51916,25.57078,0.2442395833333333,9.413039999999999,21.866666666666664,7.1
1991-07-01,0.78663,0.0,5.645217391304348,1.29063,-52.54545,0.1975,2.77105,20.0,20.2
1991-10-01,0.7561,0.0,4.818478260869565,0.94431,-11.11111,0.4123840725806452,2.22936,18.0,-2.1333333333333333
1992-01-01,0.70201,0.0,4.024285714285714,1.57333,99.13793000000001,0.1717741935483871,8.63883,24.4,5.9
1992-04-01,0.81731,0.0,3.7740659340659346,1.69196,30.952379999999998,0.1597926267281106,-1.28,22.53333333333333,15.4
1992-07-01,0.78684,0.0,3.2592391304347825,1.48171,6.446280000000001,0.2951116071428571,1.8589799999999999,23.766666666666662,20.633333333333333
1992-10-01,0.70972,0.0,3.034891304347826,1.7385099999999998,20.80745,-0.1723235887096774,3.42571,20.133333333333333,13.83333333333333
1993-01-01,0.84567,0.0,3.042333333333333,0.7283,51.28535,-0.1705631940772078,6.21925,23.266666666666662,24.266666666666662
1993-04-01,0.76869,0.0,2.9972527472527477,1.18108,-9.94053,-0.1327010148321624,1.1476,16.9,13.5
1993-07-01,0.39297,0.0,3.057717391304348,1.07446,9.15094,-0.3509747023809524,3.5669699999999995,10.6,5.533333333333333
1993-10-01,0.69077,0.0,2.988260869565217,1.9127900000000002,-48.63563,-0.1104385080645161,3.21817,25.8,20.866666666666664
1994-01-01,0.6402899999999999,0.0,3.2093333333333334,1.45306,-78.30729000000001,-0.0003225806451613,1.99718,23.7,22.3
1994-04-01,0.63622,0.0,3.9380219780219776,1.84493,159.85779,-0.2679032258064516,-3.83388,26.266666666666662,21.566666666666663
1994-07-01,0.88056,0.0,4.485434782608696,1.1611,-35.41578,-0.167898185483871,2.48712,22.633333333333333,13.633333333333331
1994-10-01,0.47001000000000004,0.0,5.167934782608696,1.6943400000000002,-271.01354,-0.4202535860655738,0.25538,21.866666666666664,16.866666666666667
1995-01-01,0.82424,0.0,5.802777777777778,0.8987,-35.94595,-0.3178159703860392,4.75062,16.23333333333333,8.633333333333333
1995-04-01,0.8837799999999999,0.0,6.019120879120879,0.78045,-88.60759,0.11163850486431132,9.120989999999999,3.2333333333333334,-13.666666666666666
1995-07-01,0.43801999999999996,0.0,5.797173913043478,1.3471600000000001,-511.11110999999994,-0.0007936507936507935,9.683810000000001,17.133333333333333,2.1
1995-10-01,0.47972,0.0,5.719456521739129,1.16438,278.37838,-0.07213517665130567,5.54459,16.833333333333332,12.433333333333332
1996-01-01,0.91146,0.0,5.370989010989011,1.23359,36.904759999999996,0.2448387096774193,6.5584,9.066666666666666,-5.466666666666667
1996-04-01,0.98925,0.0,5.243956043956044,2.089,-42.08696,-0.03704133064516129,5.4968,22.2,21.3
1996-07-01,0.53237,0.0,5.306195652173913,1.22706,24.02402,-0.00328125,-0.59053,14.7,20.23333333333333
1996-10-01,0.72019,0.0,5.280869565217391,1.57861,85.47215,-0.049516129032258056,9.38824,16.333333333333332,11.066666666666666
1997-01-01,0.67298,0.0,5.278444444444445,1.2456,29.242820000000002,-0.0281505376344086,7.399489999999999,16.53333333333333,17.73333333333333
1997-04-01,0.39691,0.0,5.522197802197802,1.86747,2.42424,-0.09858333333333333,3.9028300000000002,17.566666666666666,10.7
1997-07-01,0.39534,0.0,5.534673913043479,1.69035,-8.579880000000001,-0.0853125,14.443489999999999,16.566666666666666,21.066666666666663
1997-10-01,0.39378,0.0,5.507391304347825,1.1899600000000001,3.5598699999999996,-0.1666633064516129,3.47421,19.16666666666666,16.9
1998-01-01,0.26837,0.0,5.519333333333333,1.1473200000000001,-5.20833,-0.03046271813855104,6.95419,18.23333333333333,17.2
1998-04-01,0.5353100000000001,0.0,5.497472527472528,1.16415,-7.47253,-0.10639084048920114,8.112739999999999,19.366666666666664,14.933333333333332
1998-07-01,0.38911,0.0,5.531630434782609,1.6878799999999998,-91.68646,0.03632936507936508,-4.06291,11.33333333333333,6.0
1998-10-01,0.3468,0.0,4.86054347826087,1.8955400000000002,-977.1428599999999,0.21439516129032257,2.1742,12.433333333333332,2.566666666666667
1999-01-01,0.38626,0.0,4.734555555555556,1.32637,46.742670000000004,-0.1464648334214701,12.967,20.866666666666664,18.5
1999-04-01,0.97205,0.0,4.747692307692308,1.1350200000000001,-35.516090000000005,0.11785092213114755,5.96905,22.766666666666662,17.166666666666664
1999-07-01,0.62174,0.0,5.095543478260869,1.65583,81.58348000000001,-0.00640625,0.9696299999999999,21.03333333333333,12.73333333333333
1999-10-01,0.6179,0.0,5.304021739130435,2.2467,23.04672,-0.054012096774193545,3.9085300000000003,19.9,21.766666666666662
2000-01-01,0.99049,0.0,5.677692307692308,1.04531,14.39419,-0.2545494111623144,8.24848,26.96666666666666,10.633333333333331
2000-04-01,1.05924,0.0,6.271978021978023,2.44752,-46.06061,-0.3298412698412698,-1.56461,15.9,12.4
2000-07-01,0.79581,0.0,6.51945652173913,0.70402,-114.98127,0.06063492063492064,3.17824,26.46666666666666,11.8
2000-10-01,0.53919,0.0,6.474891304347826,1.15506,761.6666700000001,0.1787557603686636,-8.29774,21.96666666666666,3.3666666666666667
2001-01-01,0.95767,1.0,5.597,0.3243,85.78336999999999,0.6124193548387097,-7.075989999999999,1.7333333333333332,-17.833333333333332
2001-04-01,1.04345,1.0,4.326703296703297,1.1930100000000001,0.36439,0.6204121863799282,-2.66655,4.666666666666666,-7.266666666666666
2001-07-01,0.13143,1.0,3.501521739130435,-0.014419999999999999,-6.898339999999999,0.2350637522768671,-5.93027,4.833333333333333,-7.8
2001-10-01,-0.28126999999999996,0.0,2.130434782608696,0.6039800000000001,-14.81894,0.5754918032786885,-3.1859900000000003,5.9,-11.83333333333333
2002-01-01,0.35728000000000004,0.0,1.7328888888888887,1.20689,-31.523870000000002,-0.0163333333333333,3.06468,15.33333333333333,8.4
2002-04-01,1.08675,0.0,1.7515384615384617,0.96631,10.21968,-0.0064791666666667,-3.95684,15.966666666666665,15.266666666666666
2002-07-01,0.42632,0.0,1.7408695652173911,0.9073899999999999,1.2998299999999998,0.16140625,-15.98189,14.2,4.7
2002-10-01,0.31377,0.0,1.4442391304347826,0.72245,-44.482459999999996,0.0815675403225806,-0.77961,17.3,6.5
2003-01-01,1.01196,0.0,1.2496666666666667,1.01201,-52.08012,0.1558223162347964,-2.20125,13.33333333333333,6.5
2003-04-01,0.3643,0.0,1.2467032967032967,1.15677,138.90675,-0.071935987509758,10.0425,12.1,-1.1666666666666663
2003-07-01,0.49001999999999996,0.0,1.0168478260869565,2.24922,-22.47645,0.350327380952381,8.56062,14.33333333333333,15.866666666666665
2003-10-01,0.01806,0.0,0.9967391304347826,1.7458599999999997,-53.81944,-0.1205040322580645,6.913860000000001,18.366666666666664,27.7
2004-01-01,0.90285,0.0,1.0018681318681315,1.2821,62.78195,-0.105483870967742,7.9099699999999995,21.73333333333333,28.8
2004-04-01,1.43164,0.0,1.0113186813186812,1.58402,-44.8037,-0.1809677419354838,-0.54761,23.333333333333332,25.73333333333333
2004-07-01,0.35286,0.0,1.4307608695652174,1.60503,-52.30126,-0.3975756048387097,-1.5737299999999999,24.2,26.8
2004-10-01,0.59775,0.0,1.949891304347826,1.7807,-119.54887,-0.3914566532258065,6.79139,26.23333333333333,20.833333333333332
2005-01-01,0.62915,0.0,2.469,1.9078700000000002,-158.33333000000002,-0.5046985721840296,3.26893,23.066666666666663,13.7
2005-04-01,1.3372700000000002,0.0,2.9417582417582415,1.1651200000000002,-1207.69231,-0.33603227459016394,-0.16455999999999998,22.866666666666664,13.466666666666665
2005-07-01,1.2168,0.0,3.46,1.80365,108.92857,-0.25546875,5.22794,15.73333333333333,6.033333333333333
2005-10-01,0.5079600000000001,0.0,3.9782608695652177,1.44141,-150.52232,-0.1335809426229508,1.07697,18.96666666666666,13.866666666666665
2006-01-01,0.53908,0.0,4.454111111111112,2.03728,50.65789,-0.1511872025383395,5.5900300000000005,20.333333333333332,17.166666666666664
2006-04-01,1.6923599999999999,0.0,4.907582417582417,1.07229,77.29258,0.10234254992319507,0.47745,17.5,10.633333333333331
2006-07-01,0.5602199999999999,0.0,5.2453260869565215,0.85574,-18.47291,-0.11031746031746031,0.03517,12.966666666666665,4.833333333333333
2006-10-01,-0.8520399999999999,0.0,5.242934782608696,1.22415,-32.02417,-0.07137992831541219,8.5909,11.9,3.5
2007-01-01,1.0191700000000001,0.0,5.254555555555556,1.22062,-40.88889,0.02548387096774193,3.70819,22.866666666666664,3.733333333333333
2007-04-01,1.91733,0.0,5.252417582417582,1.22316,-112.03008,0.1237953629032258,5.4486099999999995,15.066666666666666,9.3
2007-07-01,0.27593,0.0,5.074347826086957,1.0613,6206.25,0.30527529761904765,-0.37011,20.133333333333333,8.133333333333333
2007-10-01,0.71121,1.0,4.495652173913044,1.0079,111.1001,0.42931643625192006,1.04949,17.766666666666666,6.533333333333333
2008-01-01,1.13677,1.0,3.1814285714285715,-0.20749,-9.06103,0.8589661554732945,-9.40695,8.566666666666666,-9.8
2008-04-01,2.1953400000000003,1.0,2.0847252747252747,1.05502,4.956119999999999,-0.1707453893442623,2.6535599999999997,11.83333333333333,-11.83333333333333
2008-07-01,1.16306,1.0,1.9406521739130436,0.19976,28.726020000000002,0.03703125,-7.69578,10.466666666666665,-7.2333333333333325
2008-10-01,-2.8285299999999998,1.0,0.5053260869565217,-1.8580400000000001,69.85096999999999,0.5170060483870969,-27.965629999999997,-11.033333333333331,-29.96666666666666
2009-01-01,-0.49763,1.0,0.18444444444444444,-1.13325,-26.09674,-0.1872263352723427,-10.02636,-16.1,-31.3
2009-04-01,1.0603,1.0,0.178021978021978,-0.28967,-57.47336,0.4712073900598491,12.444,-1.6666666666666667,-18.766666666666662
2009-07-01,0.67907,0.0,0.15434782608695652,0.47003,-54.90336,0.1846378968253968,12.73625,0.2333333333333333,3.633333333333333
2009-10-01,0.20119,0.0,0.1183695652173913,1.44039,-31.746029999999998,0.0983165322580645,9.74343,10.633333333333331,8.033333333333333
2010-01-01,0.40142,0.0,0.1338888888888889,0.63802,-38.83721,0.214034902168165,4.6537,16.266666666666666,9.83333333333333
2010-04-01,0.47507,0.0,0.191978021978022,1.3908200000000002,-34.22053,-0.1807889344262295,2.23093,7.4,8.733333333333333
2010-07-01,0.09325,0.0,0.1888043478260869,1.03054,-69.36416,-0.37359375,-2.99288,11.166666666666666,-1.2
2010-10-01,0.29491999999999996,0.0,0.18956521739130433,1.06715,33.15364,0.1455090725806452,11.42822,24.833333333333332,4.1
2011-01-01,1.26482,0.0,0.15455555555555556,0.29516,98.02632,0.3724193548387096,8.8733,23.833333333333332,24.66666666666666
2011-04-01,1.74331,0.0,0.0946153846153846,1.37618,88.1932,-0.123868407578085,1.7032200000000002,18.7,5.6
2011-07-01,0.40852,0.0,0.08358695652173914,0.61732,256.24661000000003,-0.5048412698412698,-7.088260000000001,11.33333333333333,-6.333333333333333
2011-10-01,-0.15206,0.0,0.07434782608695653,1.31229,30.95982,-0.3518852459016393,-0.038439999999999995,15.266666666666666,3.9333333333333327
2012-01-01,0.79564,0.0,0.10417582417582416,1.4136,-66.01467,-0.0326308831306188,11.00328,16.4,7.366666666666665
2012-04-01,0.8275299999999999,0.0,0.1523076923076923,0.8271,-35.491609999999994,-0.2142338709677419,0.05591,14.7,-4.966666666666667
2012-07-01,0.21933000000000002,0.0,0.14434782608695654,0.64941,-10.40892,-0.1527579365079365,3.97586,5.166666666666666,-0.4333333333333333
2012-10-01,0.036039999999999996,0.0,0.16119565217391305,0.62564,-130.70539,0.056016133229248,1.95661,7.433333333333333,-3.1333333333333333
2013-01-01,0.59033,0.0,0.14366666666666664,1.28816,375.67568,0.2486584699453552,8.31718,9.0,-0.4666666666666666
2013-04-01,0.54098,0.0,0.11582417582417583,0.41241000000000005,-53.40909,0.0279270833333333,6.72268,14.133333333333331,2.7333333333333334
2013-07-01,0.37798000000000004,0.0,0.08521739130434784,1.26712,-1.8292700000000002,0.62453125,5.3187,23.73333333333333,11.933333333333332
2013-10-01,-0.27907,0.0,0.08554347826086957,1.39114,44.09938,0.0763104838709677,6.37215,19.566666666666663,14.633333333333331
2014-01-01,0.76122,0.0,0.07222222222222223,0.11587,55.17241,-0.0262797461660497,4.77461,22.866666666666664,6.266666666666667
2014-04-01,1.18087,0.0,0.090989010989011,1.88759,45.83333,-0.1892271662763466,3.15789,25.46666666666666,14.2
2014-07-01,0.11467999999999999,0.0,0.08913043478260868,1.68756,-1.14286,-0.2168973214285714,4.17226,19.23333333333333,19.43333333333333
2014-10-01,-0.80335,0.0,0.10130434782608695,0.6694100000000001,-57.99615,-0.2451764112903226,1.52916,22.633333333333333,20.3
2015-01-01,-0.5432,0.0,0.1128888888888889,0.7398,-40.36697,-0.3750925436277102,3.6012,17.23333333333333,6.366666666666666
2015-04-01,1.2056,0.0,0.1256043956043956,1.39606,272.30769,0.1874564549180328,2.57945,13.73333333333333,7.0
2015-07-01,0.26268,0.0,0.13478260869565215,0.60256,-13.223139999999999,-0.02109375,-3.44979,17.333333333333332,6.7
2015-10-01,-0.44983999999999996,0.0,0.16108695652173916,0.12699000000000002,-10.0,-0.178366935483871,0.53377,14.133333333333331,-7.866666666666665
2016-01-01,0.06462999999999999,0.0,0.3597802197802198,0.29834,-16.40212,-0.2742252776308831,-5.55891,8.833333333333332,-1.1333333333333333
2016-04-01,1.17235,0.0,0.36934065934065924,1.2580799999999999,19.93671,-0.0991265368852459,7.53943,14.2,-1.233333333333333
2016-07-01,0.33268000000000003,0.0,0.3948913043478261,0.8525200000000001,27.15793,-0.14265625,5.23715,14.033333333333331,4.366666666666666
2016-10-01,0.22257,0.0,0.44815217391304346,0.9553200000000001,46.90974,0.2929303278688524,2.05527,24.53333333333333,17.866666666666667
2017-01-01,0.79074,0.0,0.6988888888888889,0.9658200000000001,9.463280000000001,0.0730777366472765,7.1223399999999994,25.93333333333333,30.23333333333333
2017-04-01,0.54352,0.0,0.947362637362637,1.0258200000000002,-17.41935,-0.23892473118279564,3.3118199999999995,32.766666666666666,26.4
2017-07-01,0.39662,0.0,1.153695652173913,1.18265,4.375,-0.0846031746031746,3.17855,39.5,19.4
2017-10-01,0.37063,0.0,1.2046739130434785,1.24441,17.81437,-0.20163338453661037,6.04798,38.6,25.333333333333332
2018-01-01,0.88612,0.0,1.447,1.0549600000000001,1.52478,-0.07906398730830247,5.381480000000001,36.83333333333332,22.5
2018-04-01,1.03308,0.0,1.7369230769230768,1.8505900000000002,-25.90738,-0.1544390368852459,-0.0891,29.3,27.3
2018-07-01,0.32727,0.0,1.9261956521739128,1.20655,-26.689190000000004,-0.1856572420634921,6.01169,29.066666666666663,20.266666666666662
